id;start_date;updated_date;survey_id;status;device_type;1_¿Qué museo acabas de visitar?;2_La recepción y atención al público;3_La información: paneles, folletos, cartelas ...;4_El confort, el orden y la limpieza en la visita;5_La adaptación a visitantes con discapacidad ;6_Teniendo en cuenta toda su experiencia, ¿cuál es su valoración global con la visita  en una escala de 0 a 10, siendo “0”, totalmente insatisfactoria y “10”, totalmente satisfactoria;7_Nos encantaría recibir sus observaciones, comentarios o recomendaciones para ayudarnos a mejorar el servicio;8_¿Cuál es su grupo de edad?;9_¿Cuál es su sexo?
40149411;2023-10-02 14:56:53;2023-10-02 14:57:22;311750;Completa;Desktop;Historia de Madrid;9;7;10;;8;;De 41 a 65 años;
40149413;2023-10-02 14:57:22;2023-10-02 14:57:48;311750;Completa;Desktop;Historia de Madrid;10;8;10;8;9;;De 66 o más años;Masculino
40149414;2023-10-02 14:57:48;2023-10-02 14:58:17;311750;Completa;Desktop;Historia de Madrid;7;3;9;10;5;;De 26 a 40 años;
40149419;2023-10-02 14:58:17;2023-10-02 14:58:54;311750;Completa;Desktop;Historia de Madrid;10;9;9;10;10;;De 41 a 65 años;Masculino
40149423;2023-10-02 14:58:54;2023-10-02 14:59:26;311750;Parcial;Desktop;Historia de Madrid;9;4;9;10;6;;De 26 a 40 años;
40149428;2023-10-02 14:59:26;2023-10-02 14:59:54;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40149433;2023-10-02 14:59:54;2023-10-02 15:00:16;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
40149435;2023-10-02 15:00:16;2023-10-02 15:00:44;311750;Completa;Desktop;Historia de Madrid;7;8;9;8;8;;De 18 a 25 años;Masculino
40149438;2023-10-02 15:00:44;2023-10-02 15:01:10;311750;Completa;Desktop;Historia de Madrid;7;9;10;4;9;;De 26 a 40 años;Masculino
40149442;2023-10-02 15:01:10;2023-10-04 13:14:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;9;;De 26 a 40 años;Femenino
40188064;2023-10-04 12:28:33;2023-10-04 12:28:45;311750;Completa;Desktop;San Antonio de la Florida;;;;;;;;
40188066;2023-10-04 12:28:45;2023-10-04 12:30:46;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
40188075;2023-10-04 12:30:46;2023-10-04 12:33:31;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;9;;De 41 a 65 años;Masculino
40188090;2023-10-04 12:33:31;2023-10-04 12:33:46;311750;Parcial;Desktop;San Antonio de la Florida;;;;;;;;
40188263;2023-10-04 13:14:36;2023-10-04 13:15:36;311750;Completa;Desktop;Historia de Madrid;7;8;9;7;8;;De 66 o más años;Femenino
40188266;2023-10-04 13:15:36;2023-10-04 13:16:07;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40188267;2023-10-04 13:16:07;2023-10-04 13:16:45;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;8;;De 18 a 25 años;Femenino
40188271;2023-10-04 13:16:45;2023-10-04 13:17:29;311750;Completa;Desktop;Historia de Madrid;8;8;9;9;9;;De 66 o más años;Masculino
40188274;2023-10-04 13:17:29;2023-10-04 13:18:12;311750;Completa;Desktop;Historia de Madrid;10;8;9;8;9;;De 18 a 25 años;Femenino
40188277;2023-10-04 13:18:12;2023-10-04 13:18:36;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40188279;2023-10-04 13:18:36;2023-10-04 13:19:06;311750;Completa;Desktop;Historia de Madrid;10;10;10;9;10;;De 26 a 40 años;Masculino
40188281;2023-10-04 13:19:06;2023-10-05 09:44:33;311750;Completa;Desktop;Historia de Madrid;9;6;10;9;8;;De 18 a 25 años;Femenino
40214040;2023-10-05 09:44:33;2023-10-05 09:45:12;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40214044;2023-10-05 09:45:12;2023-10-05 09:45:42;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40214049;2023-10-05 09:45:42;2023-10-05 09:46:17;311750;Completa;Desktop;Historia de Madrid;10;8;;10;9;;De 18 a 25 años;Femenino
40214052;2023-10-05 09:46:17;2023-10-05 09:46:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40214057;2023-10-05 09:46:53;2023-10-05 09:47:30;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40214062;2023-10-05 09:47:30;2023-10-05 09:48:01;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40214063;2023-10-05 09:48:01;2023-10-05 09:48:31;311750;Completa;Desktop;Historia de Madrid;8;3;10;5;6;;De 18 a 25 años;
40214066;2023-10-05 09:48:31;2023-10-05 09:49:04;311750;Completa;Desktop;Historia de Madrid;8;8;8;8;8;;De 41 a 65 años;Masculino
40214069;2023-10-05 09:49:04;2023-10-05 09:49:59;311750;Completa;Desktop;Historia de Madrid;10;1;9;8;4;;De 18 a 25 años;Masculino
40214071;2023-10-05 09:49:59;2023-10-05 09:50:38;311750;Completa;Desktop;Historia de Madrid;10;10;10;8;10;;De 18 a 25 años;Femenino
40214073;2023-10-05 09:50:39;2023-10-05 09:51:18;311750;Completa;Desktop;Historia de Madrid;7;7;8;5;7;;De 41 a 65 años;Femenino
40214077;2023-10-05 09:51:18;2023-10-05 09:52:11;311750;Completa;Desktop;Historia de Madrid;7;8;9;8;9;;De 41 a 65 años;Masculino
40214080;2023-10-05 09:52:11;2023-10-06 14:33:53;311750;Completa;Desktop;Historia de Madrid;7;8;9;8;8;;De 18 a 25 años;Masculino
40297113;2023-10-06 14:33:53;2023-10-09 17:54:39;311750;Completa;Desktop;Historia de Madrid;8;9;10;10;10;;Menos de 18 años;Masculino
40298808;2023-10-06 16:29:30;2023-10-06 16:32:27;311750;Parcial;Mobile;Templo de Debod;10;8;10;10;9;;;
40298820;2023-10-06 16:29:54;2023-10-06 16:30:18;311750;Completa;Mobile;Templo de Debod;;;;;;;;
40323312;2023-10-07 13:31:08;2023-10-07 13:32:23;311750;Completa;Mobile;Imprenta Municipal - Artes del Libro;10;;10;10;10;Maravillosa y diferente ;De 41 a 65 años;Femenino
40323317;2023-10-07 13:32:24;2023-10-07 13:32:46;311750;Completa;Mobile;Imprenta Municipal - Artes del Libro;;;;;;;;
40323319;2023-10-07 13:32:46;2023-10-07 13:33:48;311750;Completa;Mobile;Imprenta Municipal - Artes del Libro;10;;10;;10;Diferente y maravillosa ;De 41 a 65 años;Femenino
40323327;2023-10-07 13:33:49;2023-10-07 15:11:06;311750;Completa;Mobile;Imprenta Municipal - Artes del Libro;10;;;10;;La exposición maravillosa y diferente;De 41 a 65 años;Femenino
40329478;2023-10-08 12:03:23;2023-10-08 12:07:52;311750;Completa;Mobile;Planetario de Madrid;9;8;9;8;6;Proyección genial resto de exposición muy normal nada para jugar y aprender niños pequeños ;Menos de 18 años;Masculino
40329488;2023-10-08 12:07:51;2023-10-08 12:09:23;311750;Completa;Mobile;Planetario de Madrid;8;7;7;8;5;Proyección genial resto de la exposición normal nada para que niños pequeños puedan jugar y aprender ;De 26 a 40 años;Masculino
40381413;2023-10-09 17:54:39;2023-10-09 17:55:38;311750;Completa;Desktop;Historia de Madrid;8;10;10;10;;;De 66 o más años;Femenino
40381429;2023-10-09 17:55:38;2023-10-09 17:56:42;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40381453;2023-10-09 17:56:42;2023-10-09 17:57:26;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40381474;2023-10-09 17:57:26;2023-10-09 17:57:53;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40381485;2023-10-09 17:57:53;2023-10-10 11:05:51;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
40401601;2023-10-10 11:05:51;2023-10-10 11:06:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Masculino
40401849;2023-10-10 11:06:50;2023-10-10 11:22:32;311750;Completa;Desktop;Historia de Madrid;10;9;10;8;10;;De 41 a 65 años;Femenino
40402304;2023-10-10 11:22:32;2023-10-10 11:23:36;311750;Completa;Desktop;Historia de Madrid;10;;10;10;10;;De 18 a 25 años;Masculino
40402307;2023-10-10 11:23:36;2023-10-10 11:30:19;311750;Completa;Desktop;Historia de Madrid;9;7;8;9;8;;De 41 a 65 años;Masculino
40402365;2023-10-10 11:30:19;2023-10-10 11:31:28;311750;Completa;Desktop;Historia de Madrid;8;0;10;9;10;;De 41 a 65 años;Femenino
40402663;2023-10-10 11:31:28;2023-10-10 11:32:05;311750;Completa;Desktop;Historia de Madrid;10;;10;10;10;;De 41 a 65 años;Masculino
40402682;2023-10-10 11:32:05;2023-10-10 11:32:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40402687;2023-10-10 11:32:34;2023-10-10 11:33:00;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Femenino
40402690;2023-10-10 11:33:00;2023-10-10 11:34:44;311750;Completa;Desktop;Historia de Madrid;8;9;10;10;10;;Menos de 18 años;Masculino
40402700;2023-10-10 11:34:44;2023-10-10 11:35:13;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;De 41 a 65 años;Masculino
40402702;2023-10-10 11:35:13;2023-10-10 11:35:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;;;;
40402705;2023-10-10 11:35:50;2023-10-10 11:36:44;311750;Completa;Desktop;Historia de Madrid;10;10;9;10;10;;De 26 a 40 años;Masculino
40402709;2023-10-10 11:36:44;2023-10-10 11:37:03;311750;Completa;Desktop;Historia de Madrid;8;10;10;;;;;
40402713;2023-10-10 11:37:03;2023-10-10 11:37:28;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40402716;2023-10-10 11:37:28;2023-10-10 11:39:08;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40402720;2023-10-10 11:39:08;2023-10-10 11:39:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40402721;2023-10-10 11:39:34;2023-10-10 11:39:50;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40402723;2023-10-10 11:39:50;2023-10-10 11:40:42;311750;Completa;Desktop;Historia de Madrid;10;9;10;;9;;De 26 a 40 años;Masculino
40402727;2023-10-10 11:40:42;2023-10-10 11:41:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40402730;2023-10-10 11:41:34;2023-10-10 11:43:56;311750;Parcial;Desktop;Historia de Madrid;10;10;10;10;8;;De 18 a 25 años;Femenino
40402738;2023-10-10 11:43:56;2023-10-10 11:44:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40402740;2023-10-10 11:44:17;2023-10-10 11:44:46;311750;Completa;Desktop;Historia de Madrid;9;8;10;9;9;;De 26 a 40 años;Femenino
40402742;2023-10-10 11:44:46;2023-10-10 11:45:18;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;9;;De 41 a 65 años;Masculino
40402746;2023-10-10 11:45:18;2023-10-10 11:45:48;311750;Completa;Desktop;Historia de Madrid;8;10;7;8;9;;Menos de 18 años;Femenino
40402748;2023-10-10 11:45:48;2023-10-10 11:46:24;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;9;;De 41 a 65 años;Femenino
40402754;2023-10-10 11:46:24;2023-10-10 11:46:52;311750;Completa;Desktop;Historia de Madrid;7;10;10;10;6;;De 41 a 65 años;Femenino
40402755;2023-10-10 11:46:52;2023-10-10 11:47:15;311750;Completa;Desktop;Historia de Madrid;9;9;9;9;9;;De 41 a 65 años;Masculino
40402757;2023-10-10 11:47:15;2023-10-10 11:47:41;311750;Completa;Desktop;Historia de Madrid;10;10;10;5;10;;De 41 a 65 años;Femenino
40402759;2023-10-10 11:47:41;2023-10-10 11:48:34;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 18 a 25 años;Femenino
40402763;2023-10-10 11:48:34;2023-10-10 11:49:03;311750;Completa;Desktop;Historia de Madrid;10;9;9;;7;;De 26 a 40 años;Femenino
40402765;2023-10-10 11:49:03;2023-10-10 11:49:53;311750;Completa;Desktop;Historia de Madrid;10;5;;8;7;;De 18 a 25 años;
40402768;2023-10-10 11:49:53;2023-10-10 11:50:19;311750;Completa;Desktop;Historia de Madrid;7;9;10;;9;;De 18 a 25 años;Femenino
40402771;2023-10-10 11:50:19;2023-10-10 11:50:55;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;
40402774;2023-10-10 11:50:55;2023-10-10 11:51:27;311750;Completa;Desktop;Historia de Madrid;10;4;9;9;7;;De 26 a 40 años;Femenino
40402777;2023-10-10 11:51:27;2023-10-10 11:51:59;311750;Completa;Desktop;Historia de Madrid;10;7;9;8;7;;De 26 a 40 años;Femenino
40402781;2023-10-10 11:51:59;2023-10-10 11:52:29;311750;Completa;Desktop;Historia de Madrid;9;7;9;9;9;;De 66 o más años;Masculino
40402783;2023-10-10 11:52:29;2023-10-10 11:52:59;311750;Completa;Desktop;Historia de Madrid;10;7;8;;5;;De 26 a 40 años;Femenino
40402785;2023-10-10 11:52:59;2023-10-10 11:54:06;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Femenino
40402791;2023-10-10 11:54:06;2023-10-10 11:54:33;311750;Completa;Desktop;Historia de Madrid;8;10;10;8;9;;De 26 a 40 años;Femenino
40402796;2023-10-10 11:54:33;2023-10-10 11:57:14;311750;Parcial;Desktop;Historia de Madrid;9;10;10;10;9;;De 26 a 40 años;Femenino
40402812;2023-10-10 11:57:14;2023-10-10 11:58:07;311750;Completa;Desktop;Historia de Madrid;9;10;10;9;9;;Menos de 18 años;Femenino
40402816;2023-10-10 11:58:08;2023-10-10 12:14:52;311750;Completa;Desktop;Historia de Madrid;8;10;10;10;9;;De 26 a 40 años;Femenino
40402974;2023-10-10 12:14:52;2023-10-10 12:15:26;311750;Parcial;Desktop;Historia de Madrid;9;6;10;;8;;De 26 a 40 años;
40402979;2023-10-10 12:15:20;2023-10-10 12:16:17;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 26 a 40 años;Masculino
40402984;2023-10-10 12:16:17;2023-10-10 12:16:41;311750;Completa;Desktop;Historia de Madrid;8;8;10;10;9;;De 18 a 25 años;Femenino
40402987;2023-10-10 12:16:42;2023-10-10 12:17:09;311750;Completa;Desktop;Historia de Madrid;8;6;9;7;7;;De 18 a 25 años;Femenino
40402991;2023-10-10 12:17:09;2023-10-10 12:17:36;311750;Completa;Desktop;Historia de Madrid;10;8;10;10;10;;De 26 a 40 años;Femenino
40402992;2023-10-10 12:17:36;2023-10-10 12:17:59;311750;Completa;Desktop;Historia de Madrid;10;9;10;;9;;;
40402993;2023-10-10 12:17:59;2023-10-10 12:18:15;311750;Completa;Desktop;Historia de Madrid;10;10;10;;;;;
40402996;2023-10-10 12:18:15;2023-10-11 14:59:09;311750;Completa;Desktop;Historia de Madrid;8;8;10;9;7;Nos ha gustado mucho;De 18 a 25 años;Femenino
40427121;2023-10-11 10:36:28;2023-10-11 10:39:09;311750;Completa;Desktop;San Antonio de la Florida;10;10;;7;9;;De 41 a 65 años;Masculino
40427159;2023-10-11 10:39:09;2023-10-11 10:40:45;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;9;9;;De 41 a 65 años;Femenino
40427171;2023-10-11 10:40:45;2023-10-11 10:41:51;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
40427177;2023-10-11 10:41:51;2023-10-11 10:53:08;311750;Completa;Desktop;San Antonio de la Florida;9;10;10;7;10;;De 41 a 65 años;Femenino
40427265;2023-10-11 10:53:08;2023-10-11 10:54:21;311750;Completa;Desktop;San Antonio de la Florida;8;10;10;9;10;;Menos de 18 años;Masculino
40427278;2023-10-11 10:54:21;2023-10-11 10:55:41;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;7;;De 41 a 65 años;Femenino
40427288;2023-10-11 10:55:42;2023-10-11 10:57:21;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;10;Excelente;De 41 a 65 años;Masculino
40427302;2023-10-11 10:57:21;2023-10-11 11:00:40;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Femenino
40427330;2023-10-11 11:00:40;2023-10-11 11:01:56;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;7;7;;De 41 a 65 años;Femenino
40427336;2023-10-11 11:01:56;2023-10-11 11:03:02;311750;Completa;Desktop;San Antonio de la Florida;9;9;10;10;;;De 41 a 65 años;Femenino
40427344;2023-10-11 11:03:02;2023-10-11 11:09:50;311750;Completa;Desktop;San Antonio de la Florida;10;9;10;7;9;;De 66 o más años;Femenino
40427380;2023-10-11 11:09:50;2023-10-11 11:10:54;311750;Completa;Desktop;San Antonio de la Florida;9;10;10;10;10;;De 41 a 65 años;Femenino
40427384;2023-10-11 11:10:54;2023-10-11 11:12:31;311750;Completa;Desktop;San Antonio de la Florida;4;5;7;5;7;;De 66 o más años;Masculino
40427391;2023-10-11 11:12:31;2023-10-11 11:14:32;311750;Completa;Desktop;San Antonio de la Florida;8;7;8;3;9;;De 41 a 65 años;Masculino
40427399;2023-10-11 11:14:32;2023-10-11 11:16:55;311750;Completa;Desktop;San Antonio de la Florida;9;9;9;7;7;;De 41 a 65 años;Masculino
40427411;2023-10-11 11:16:55;2023-10-11 11:18:01;311750;Completa;Desktop;San Antonio de la Florida;8;4;6;7;7;;De 41 a 65 años;Masculino
40427419;2023-10-11 11:18:02;2023-10-11 11:19:06;311750;Completa;Desktop;San Antonio de la Florida;8;8;7;7;7;;De 41 a 65 años;Masculino
40427424;2023-10-11 11:19:06;2023-10-11 11:20:12;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;7;;De 41 a 65 años;Masculino
40427430;2023-10-11 11:20:12;2023-10-11 11:21:33;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;7;;De 41 a 65 años;Masculino
40427435;2023-10-11 11:21:33;2023-10-11 11:22:46;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;7;10;;De 41 a 65 años;Masculino
40427480;2023-10-11 11:22:46;2023-10-11 11:23:23;311750;Completa;Desktop;San Antonio de la Florida;;;;;;;;
40427501;2023-10-11 11:23:23;2023-10-11 11:26:13;311750;Completa;Desktop;San Antonio de la Florida;10;10;7;7;10;todo genial;De 41 a 65 años;Masculino
40427534;2023-10-11 11:26:14;2023-10-11 11:31:53;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 66 o más años;Femenino
40427571;2023-10-11 11:31:53;2023-11-14 12:56:43;311750;Completa;Desktop;San Antonio de la Florida;10;10;10;10;10;;De 41 a 65 años;Masculino
40429237;2023-10-11 14:59:09;2023-10-18 07:51:54;311750;Completa;Desktop;Historia de Madrid;8;8;10;9;7;;Menos de 18 años;Femenino
40430455;2023-10-11 16:31:04;2023-10-11 16:32:43;311750;Parcial;Mobile;Imprenta Municipal - Artes del Libro;10;;10;;10;;De 41 a 65 años;Femenino
40430475;2023-10-11 16:32:42;2023-10-11 16:34:51;311750;Completa;Mobile;Imprenta Municipal - Artes del Libro;10;10;;10;10;Very friendly and knowledgable staff;De 41 a 65 años;Femenino
40506026;2023-10-13 11:16:46;2023-10-13 11:17:22;311750;Completa;Mobile;San Antonio de la Florida;10;;10;;10;;De 41 a 65 años;Masculino
40506418;2023-10-13 13:08:28;2023-10-13 13:10:24;311750;Completa;Mobile;Historia de Madrid;9;9;9;4;9;Thank you for making this wonderful museum free;De 41 a 65 años;Masculino
40522262;2023-10-15 16:49:34;2023-10-17 01:39:37;311750;Completa;Mobile;Historia de Madrid;9;9;10;10;10;Information on when the model floor opens would be nice;De 18 a 25 años;Masculino
40543639;2023-10-17 14:07:37;2023-10-17 14:08:30;311750;Parcial;Mobile;Historia de Madrid;10;;9;9;;;De 41 a 65 años;Masculino
40562837;2023-10-18 07:51:54;2023-10-18 07:52:45;311750;Completa;Desktop;Historia de Madrid;10;9;10;10;10;;De 41 a 65 años;Otro
40562841;2023-10-18 07:52:45;2023-10-18 07:53:17;311750;Completa;Desktop;Historia de Madrid;9;7;10;5;9;;De 18 a 25 años;Masculino
40562844;2023-10-18 07:53:17;2023-10-18 07:53:47;311750;Completa;Desktop;Historia de Madrid;8;9;10;5;8;;De 18 a 25 años;
40562845;2023-10-18 07:53:47;2023-10-18 07:54:14;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40562847;2023-10-18 07:54:14;2023-10-18 07:54:56;311750;Completa;Desktop;Historia de Madrid;10;10;10;;10;;De 41 a 65 años;Femenino
40562850;2023-10-18 07:54:56;2023-10-18 07:55:23;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40562853;2023-10-18 07:55:23;2023-10-18 07:55:44;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40562854;2023-10-18 07:55:44;2023-10-18 07:56:22;311750;Completa;Desktop;Historia de Madrid;8;6;7;8;6;;De 26 a 40 años;Femenino
40562856;2023-10-18 07:56:22;2023-10-18 07:56:49;311750;Completa;Desktop;Historia de Madrid;8;9;9;9;9;;De 66 o más años;Femenino
40562858;2023-10-18 07:56:49;2023-10-18 07:57:12;311750;Completa;Desktop;Historia de Madrid;10;9;10;9;9;;De 41 a 65 años;
40562859;2023-10-18 07:57:12;2023-10-18 07:57:35;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;
40562860;2023-10-18 07:57:35;2023-10-18 07:58:13;311750;Completa;Desktop;Historia de Madrid;5;5;10;5;9;;De 18 a 25 años;Femenino
40562862;2023-10-18 07:58:13;2023-10-18 07:58:37;311750;Completa;Desktop;Historia de Madrid;9;10;10;10;10;;De 66 o más años;Masculino
40562863;2023-10-18 07:58:37;2023-10-18 07:59:15;311750;Completa;Desktop;Historia de Madrid;1;0;10;10;2;;De 18 a 25 años;Otro
40562865;2023-10-18 07:59:15;2023-10-18 07:59:37;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40562866;2023-10-18 07:59:37;2023-10-18 08:00:01;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 26 a 40 años;Femenino
40562869;2023-10-18 08:00:01;2023-10-18 08:00:46;311750;Completa;Desktop;Historia de Madrid;5;2;9;4;4;;De 18 a 25 años;Masculino
40562870;2023-10-18 08:00:46;2023-10-18 08:01:08;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40562873;2023-10-18 08:01:08;2023-10-18 08:01:32;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40562877;2023-10-18 08:01:32;2023-10-18 08:01:58;311750;Completa;Desktop;Historia de Madrid;9;8;10;10;9;;De 26 a 40 años;
40562880;2023-10-18 08:01:58;2023-10-18 08:02:20;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 41 a 65 años;Masculino
40562882;2023-10-18 08:02:20;2023-10-18 08:02:45;311750;Completa;Desktop;Historia de Madrid;10;10;10;10;10;;De 66 o más años;Masculino
40562885;2023-10-18 08:02:45;2023-10-18 08:03:23;311750;Completa;Desktop;Historia de Madrid;8;8;8;;8;;De 41 a 65 años;Masculino
